age,utme_score,post_utme_score,olevel_points,subject_relevance,catchment_category,course_choice,interview_score,admission_status
16,231.0,35.8,24.0,0.98,Catchment,First Choice,42.9,0
21,199.0,57.9,44.0,0.57,ELDS,First Choice,75.5,0
20,259.0,83.0,42.0,0.86,Non-Catchment,Second Choice,21.9,1
19,261.0,74.2,36.0,0.98,Non-Catchment,First Choice,47.0,1
18,223.0,64.8,31.0,0.62,Non-Catchment,First Choice,52.9,0
16,240.0,65.1,35.0,0.58,ELDS,First Choice,78.9,1
21,174.0,53.0,39.0,0.88,Catchment,Second Choice,68.3,0
17,276.0,27.9,38.0,0.34,Catchment,First Choice,50.5,1
23,180.0,49.5,45.0,0.79,Non-Catchment,First Choice,67.4,1
20,188.0,40.5,33.0,0.38,Non-Catchment,First Choice,53.9,0
22,223.0,57.3,27.0,0.94,Non-Catchment,First Choice,81.4,1
17,270.0,73.5,26.0,0.65,Catchment,First Choice,64.7,1
23,270.0,84.6,25.0,0.68,Catchment,First Choice,94.7,1
17,220.0,56.0,36.0,0.56,Non-Catchment,First Choice,54.4,1
19,255.0,30.0,34.0,0.38,Catchment,First Choice,84.5,0
16,144.0,55.9,35.0,0.95,Catchment,Second Choice,61.8,0
20,188.0,56.3,32.0,0.67,Catchment,First Choice,46.1,0
24,189.0,65.2,28.0,1.0,Catchment,First Choice,100.0,1
16,276.0,54.7,39.0,0.54,Non-Catchment,First Choice,86.2,1
24,249.0,56.0,20.0,0.57,Non-Catchment,First Choice,64.7,1
23,228.0,45.5,30.0,0.52,Catchment,First Choice,75.3,0
21,233.0,50.3,40.0,0.66,Catchment,First Choice,38.4,1
22,291.0,62.7,30.0,1.0,Non-Catchment,First Choice,39.1,0
18,212.0,24.9,37.0,0.9,Catchment,First Choice,82.3,0
16,161.0,50.2,30.0,0.4,Non-Catchment,First Choice,60.1,0
20,269.0,65.3,32.0,0.94,Non-Catchment,First Choice,56.9,0
17,228.0,79.6,38.0,0.84,Non-Catchment,First Choice,54.2,1
20,263.0,49.0,27.0,0.8,Non-Catchment,First Choice,63.0,0
23,218.0,72.8,39.0,0.56,Catchment,First Choice,54.9,1
24,182.0,80.4,35.0,0.58,Non-Catchment,Second Choice,19.4,0
17,238.0,49.2,43.0,0.73,Catchment,Second Choice,88.3,1
18,220.0,46.6,36.0,0.59,Catchment,First Choice,57.8,0
18,228.0,52.3,29.0,0.96,Catchment,First Choice,96.6,1
16,293.0,53.8,45.0,0.58,Non-Catchment,First Choice,24.8,0
23,171.0,71.4,29.0,0.31,Catchment,First Choice,24.7,0
21,233.0,43.4,34.0,0.44,Catchment,Second Choice,54.5,0
23,183.0,78.1,41.0,0.45,Non-Catchment,First Choice,79.6,1
24,103.0,43.0,24.0,0.65,ELDS,First Choice,35.6,0
20,218.0,36.0,44.0,0.74,Catchment,Second Choice,34.8,0
18,221.0,62.9,28.0,0.71,Non-Catchment,First Choice,67.4,0
20,248.0,73.5,32.0,0.79,Catchment,First Choice,53.7,1
20,210.0,57.7,37.0,0.65,ELDS,First Choice,70.9,0
20,153.0,61.5,35.0,0.66,Catchment,First Choice,54.1,0
18,183.0,84.3,40.0,1.0,Non-Catchment,First Choice,67.7,1
19,279.0,73.7,25.0,0.94,Catchment,Second Choice,87.3,1
24,182.0,55.5,39.0,0.78,Non-Catchment,First Choice,35.6,0
24,291.0,48.5,40.0,0.88,Catchment,First Choice,83.7,1
17,267.0,71.4,41.0,0.31,Catchment,Second Choice,25.9,1
23,206.0,67.4,25.0,0.54,Catchment,First Choice,72.2,0
23,187.0,61.3,26.0,0.61,Catchment,First Choice,88.4,0
22,267.0,50.1,33.0,0.54,Non-Catchment,First Choice,49.5,0
23,209.0,53.9,27.0,0.39,Non-Catchment,First Choice,72.9,0
18,150.0,52.8,24.0,0.78,Non-Catchment,First Choice,50.3,0
21,245.0,50.3,33.0,0.98,ELDS,Second Choice,71.7,0
16,239.0,46.0,36.0,0.7,Non-Catchment,First Choice,14.8,1
22,271.0,59.0,45.0,0.83,ELDS,First Choice,63.2,1
16,236.0,45.3,38.0,0.69,Catchment,First Choice,67.9,0
24,195.0,57.7,45.0,0.61,ELDS,Second Choice,86.9,1
16,277.0,23.5,35.0,0.88,Catchment,First Choice,78.5,1
16,282.0,46.0,38.0,0.41,Non-Catchment,Second Choice,56.8,0
22,230.0,71.5,34.0,0.33,Non-Catchment,First Choice,65.4,0
17,223.0,41.5,45.0,0.41,Non-Catchment,Second Choice,31.1,0
20,160.0,63.9,31.0,0.87,Non-Catchment,Second Choice,92.9,1
23,193.0,42.7,32.0,0.72,Catchment,First Choice,73.8,0
23,254.0,66.6,40.0,0.78,ELDS,First Choice,22.8,1
18,195.0,50.5,36.0,1.0,ELDS,First Choice,64.9,1
22,154.0,50.0,32.0,0.47,ELDS,First Choice,66.4,0
18,377.0,55.8,41.0,0.94,ELDS,First Choice,44.5,1
21,154.0,34.8,35.0,0.62,Non-Catchment,First Choice,61.9,0
21,322.0,69.6,35.0,0.59,ELDS,First Choice,42.5,1
18,206.0,74.6,36.0,0.72,Non-Catchment,First Choice,31.9,0
22,216.0,49.6,25.0,0.75,Non-Catchment,First Choice,47.7,0
18,190.0,62.9,25.0,0.66,Non-Catchment,First Choice,63.4,1
23,255.0,66.7,42.0,0.82,ELDS,First Choice,78.6,1
19,155.0,53.6,31.0,0.72,Non-Catchment,First Choice,61.4,0
16,137.0,38.4,34.0,0.66,Non-Catchment,First Choice,78.8,0
19,292.0,78.9,45.0,0.62,Catchment,First Choice,73.0,1
22,184.0,49.1,34.0,0.75,Non-Catchment,First Choice,39.3,0
19,254.0,45.9,34.0,0.43,ELDS,First Choice,72.8,0
21,171.0,79.6,40.0,0.49,Catchment,Second Choice,73.4,1
24,252.0,64.2,31.0,0.63,Catchment,First Choice,94.8,1
16,296.0,58.9,42.0,0.81,Catchment,First Choice,68.2,1
20,196.0,40.4,40.0,1.0,Non-Catchment,First Choice,35.3,0
22,133.0,67.0,45.0,0.67,Catchment,First Choice,48.9,1
16,296.0,98.4,31.0,0.35,Non-Catchment,First Choice,22.9,1
19,262.0,68.2,43.0,0.54,ELDS,First Choice,70.2,1
21,199.0,62.4,38.0,0.83,Non-Catchment,First Choice,93.1,1
17,210.0,65.8,27.0,0.51,Catchment,First Choice,12.2,0
20,170.0,50.1,19.0,0.44,ELDS,First Choice,93.9,0
16,284.0,49.9,30.0,0.83,Non-Catchment,First Choice,69.9,1
21,196.0,49.7,37.0,0.79,Catchment,First Choice,38.5,0
21,156.0,46.4,38.0,0.41,Non-Catchment,Second Choice,65.1,0
19,230.0,49.7,35.0,0.52,Non-Catchment,First Choice,39.1,0
23,181.0,49.6,35.0,0.95,Non-Catchment,First Choice,68.8,1
19,174.0,51.3,34.0,0.87,ELDS,First Choice,61.3,0
23,201.0,50.9,41.0,0.46,Catchment,Second Choice,66.6,1
23,224.0,58.6,26.0,0.3,Catchment,First Choice,41.6,0
20,158.0,56.2,37.0,0.75,Catchment,First Choice,44.5,0
19,282.0,57.5,30.0,0.64,Non-Catchment,First Choice,70.0,1
17,250.0,77.8,30.0,0.74,Non-Catchment,Second Choice,49.9,0
18,204.0,56.2,42.0,0.83,Non-Catchment,First Choice,63.0,0
18,179.0,88.2,29.0,0.51,Catchment,First Choice,69.1,0
19,216.0,60.3,34.0,0.61,ELDS,Second Choice,55.6,0
19,260.0,48.3,45.0,0.52,ELDS,First Choice,83.1,0
20,254.0,75.2,40.0,0.53,Catchment,First Choice,56.3,1
19,268.0,53.8,32.0,0.81,Non-Catchment,First Choice,55.7,1
23,198.0,19.1,33.0,0.73,Non-Catchment,First Choice,47.4,0
21,100.0,54.9,28.0,0.39,Catchment,First Choice,80.8,0
21,276.0,51.3,43.0,0.85,Catchment,Second Choice,45.9,1
23,212.0,79.1,41.0,0.63,Catchment,First Choice,85.1,1
22,250.0,41.5,39.0,0.85,Catchment,First Choice,63.3,0
23,295.0,50.0,40.0,0.5,Non-Catchment,First Choice,100.0,1
17,330.0,74.0,30.0,0.51,Catchment,First Choice,46.8,1
24,191.0,60.9,26.0,0.75,Catchment,First Choice,85.5,0
16,226.0,52.4,38.0,0.48,Non-Catchment,First Choice,70.2,0
23,282.0,43.7,40.0,0.65,Catchment,First Choice,49.7,0
19,182.0,60.3,45.0,0.46,Non-Catchment,First Choice,70.5,0
19,194.0,54.6,34.0,0.62,Non-Catchment,First Choice,69.5,0
20,194.0,43.5,33.0,0.69,Non-Catchment,First Choice,53.4,0
23,219.0,44.3,34.0,0.7,ELDS,Second Choice,68.6,0
20,210.0,42.8,39.0,0.63,Catchment,First Choice,83.3,1
23,193.0,40.1,33.0,0.77,Non-Catchment,First Choice,70.2,0
16,177.0,69.0,35.0,0.73,Catchment,First Choice,51.6,1
24,257.0,67.0,40.0,0.68,Non-Catchment,First Choice,50.5,1
21,280.0,69.0,31.0,0.57,Non-Catchment,First Choice,58.3,1
18,287.0,55.1,43.0,0.91,Catchment,First Choice,82.2,1
23,198.0,51.4,39.0,0.78,Non-Catchment,First Choice,44.9,0
24,258.0,51.6,24.0,0.49,Catchment,First Choice,67.8,0
21,231.0,70.3,32.0,0.83,ELDS,Second Choice,28.8,1
22,194.0,27.7,23.0,0.88,Catchment,First Choice,71.9,0
16,253.0,47.3,34.0,0.68,Non-Catchment,First Choice,75.0,0
20,192.0,41.7,32.0,0.7,Catchment,First Choice,100.0,1
20,203.0,75.4,40.0,0.29,Non-Catchment,First Choice,78.5,0
19,158.0,47.8,30.0,0.53,ELDS,First Choice,52.0,0
21,199.0,30.5,37.0,0.87,Non-Catchment,First Choice,29.3,0
22,231.0,58.4,38.0,0.54,Catchment,First Choice,70.3,1
24,291.0,49.4,37.0,0.67,Non-Catchment,First Choice,53.5,1
16,204.0,46.6,42.0,0.53,Catchment,Second Choice,66.7,1
21,173.0,45.1,45.0,0.75,Non-Catchment,First Choice,45.6,0
22,287.0,44.5,36.0,0.78,Catchment,Second Choice,56.5,1
18,197.0,65.6,37.0,0.78,Catchment,First Choice,26.0,0
23,141.0,58.4,30.0,0.47,Non-Catchment,First Choice,39.1,0
20,226.0,52.0,29.0,0.72,Catchment,Second Choice,36.3,0
24,205.0,38.5,41.0,1.0,Non-Catchment,First Choice,77.5,1
20,324.0,52.5,40.0,0.85,Catchment,First Choice,43.5,1
24,241.0,58.9,29.0,0.72,Catchment,First Choice,87.6,1
19,213.0,59.5,27.0,0.31,Non-Catchment,First Choice,43.7,0
24,178.0,57.4,31.0,0.65,Catchment,First Choice,100.0,1
20,235.0,41.2,34.0,1.0,Catchment,First Choice,21.0,0
24,286.0,19.0,33.0,0.96,Non-Catchment,First Choice,68.5,0
18,234.0,82.0,36.0,0.79,Non-Catchment,First Choice,60.8,1
19,182.0,35.4,41.0,0.56,Non-Catchment,First Choice,35.8,0
24,244.0,25.5,38.0,0.71,Catchment,First Choice,49.0,0
21,218.0,57.0,38.0,0.85,Catchment,First Choice,54.8,1
17,240.0,29.4,20.0,0.89,Non-Catchment,Second Choice,65.0,0
22,204.0,42.9,25.0,0.76,ELDS,Second Choice,41.3,0
17,203.0,63.2,30.0,0.87,Catchment,Second Choice,68.5,0
17,201.0,81.6,31.0,0.69,Non-Catchment,First Choice,62.4,1
16,262.0,60.8,40.0,0.68,Catchment,First Choice,75.6,1
18,203.0,48.4,30.0,0.61,Catchment,First Choice,42.8,0
21,199.0,54.2,39.0,0.78,Catchment,First Choice,51.8,1
23,178.0,27.9,30.0,0.9,Non-Catchment,First Choice,88.8,0
24,240.0,48.2,28.0,0.84,Catchment,First Choice,41.9,0
22,234.0,48.3,28.0,0.46,ELDS,First Choice,32.2,0
19,200.0,57.3,45.0,0.47,Non-Catchment,First Choice,47.4,0
21,188.0,84.1,30.0,0.92,Catchment,First Choice,24.5,0
20,304.0,25.9,39.0,0.74,Non-Catchment,First Choice,93.5,1
23,135.0,48.9,26.0,0.74,Catchment,First Choice,54.3,0
16,242.0,27.5,44.0,0.74,Non-Catchment,First Choice,54.5,1
16,278.0,47.4,37.0,1.0,Catchment,First Choice,74.9,1
21,100.0,42.0,37.0,0.61,Catchment,First Choice,45.5,0
17,256.0,32.6,37.0,0.92,Catchment,First Choice,55.7,1
20,210.0,68.7,38.0,0.75,Catchment,First Choice,45.0,1
16,232.0,58.8,40.0,0.38,Catchment,First Choice,24.9,1
22,205.0,66.9,31.0,0.54,Catchment,First Choice,61.0,1
16,268.0,47.0,31.0,0.58,ELDS,First Choice,80.5,1
19,236.0,53.9,35.0,0.92,Catchment,First Choice,61.6,1
24,226.0,78.9,39.0,0.95,Catchment,First Choice,78.4,1
16,180.0,55.0,35.0,0.77,ELDS,First Choice,38.1,0
19,305.0,67.1,40.0,0.6,Non-Catchment,First Choice,44.9,1
21,220.0,45.7,39.0,0.52,Non-Catchment,First Choice,34.1,0
21,323.0,65.7,34.0,0.93,Catchment,First Choice,67.3,1
23,307.0,46.8,25.0,0.44,Non-Catchment,First Choice,53.6,1
16,140.0,26.6,32.0,0.68,Catchment,First Choice,52.9,0
22,191.0,54.9,45.0,1.0,Non-Catchment,First Choice,73.4,0
16,173.0,47.9,37.0,0.6,ELDS,First Choice,50.5,0
22,218.0,30.6,31.0,0.45,Non-Catchment,Second Choice,81.6,0
18,228.0,57.9,37.0,0.35,Catchment,Second Choice,64.7,1
23,230.0,41.6,39.0,1.0,Non-Catchment,First Choice,52.7,0
18,267.0,100.0,31.0,0.77,Non-Catchment,First Choice,29.0,1
16,287.0,33.0,42.0,0.53,Non-Catchment,First Choice,73.3,1
23,264.0,36.8,38.0,0.66,Non-Catchment,First Choice,65.7,0
18,195.0,68.0,28.0,0.57,Non-Catchment,First Choice,66.6,0
17,185.0,53.0,40.0,0.33,Non-Catchment,First Choice,67.3,0
16,220.0,67.7,33.0,0.86,ELDS,First Choice,49.4,1
18,239.0,60.7,34.0,0.71,Non-Catchment,First Choice,57.0,0
17,212.0,46.3,29.0,0.84,Catchment,First Choice,50.8,0
17,159.0,34.3,39.0,0.7,Non-Catchment,First Choice,85.0,1
21,251.0,71.1,34.0,0.73,Catchment,First Choice,54.5,1
16,202.0,35.7,39.0,0.25,Non-Catchment,First Choice,47.6,0
17,201.0,63.4,32.0,0.88,Catchment,First Choice,86.4,0
21,218.0,68.8,31.0,0.48,Non-Catchment,First Choice,84.2,0
18,209.0,53.1,31.0,0.53,Non-Catchment,Second Choice,64.7,1
19,204.0,50.4,37.0,0.59,Catchment,First Choice,57.4,1
16,162.0,40.2,31.0,0.29,Non-Catchment,Second Choice,52.4,0
23,215.0,61.9,34.0,0.58,Non-Catchment,First Choice,59.1,0
22,252.0,9.3,32.0,0.57,Catchment,First Choice,42.5,0
22,232.0,65.7,38.0,0.62,Non-Catchment,First Choice,69.7,0
18,263.0,56.8,25.0,0.36,ELDS,First Choice,93.1,0
18,187.0,51.7,36.0,0.89,Catchment,First Choice,71.3,0
17,162.0,58.6,45.0,0.78,Non-Catchment,First Choice,37.9,1
16,209.0,34.4,42.0,0.53,Non-Catchment,First Choice,69.1,0
22,192.0,18.8,31.0,0.58,ELDS,First Choice,63.9,0
22,197.0,62.0,38.0,0.87,Non-Catchment,First Choice,68.9,1
17,230.0,74.7,37.0,0.65,Non-Catchment,First Choice,43.6,1
22,197.0,28.9,44.0,0.45,ELDS,Second Choice,60.1,0
23,164.0,39.2,20.0,0.68,Non-Catchment,First Choice,77.7,0
16,195.0,66.3,42.0,0.48,Non-Catchment,Second Choice,38.6,1
24,235.0,60.4,33.0,0.56,Catchment,First Choice,51.0,0
22,250.0,99.4,31.0,0.69,Catchment,First Choice,54.2,1
18,250.0,71.1,30.0,0.91,Non-Catchment,First Choice,80.0,1
23,239.0,67.5,27.0,1.0,Non-Catchment,First Choice,82.9,0
22,212.0,43.5,31.0,0.97,Catchment,First Choice,21.7,0
23,238.0,62.9,29.0,0.69,Catchment,First Choice,80.0,0
21,218.0,77.4,36.0,1.0,Non-Catchment,First Choice,83.6,1
24,225.0,52.5,39.0,0.81,Catchment,First Choice,82.3,1
20,178.0,53.2,33.0,0.5,Catchment,First Choice,49.4,0
18,222.0,57.1,44.0,0.72,Catchment,First Choice,55.4,0
18,237.0,45.0,32.0,0.57,Non-Catchment,First Choice,28.7,0
16,235.0,59.0,33.0,0.45,Non-Catchment,First Choice,18.1,0
23,162.0,58.7,32.0,0.47,Catchment,First Choice,52.8,0
17,224.0,77.2,39.0,0.67,Catchment,Second Choice,61.5,1
18,155.0,52.2,39.0,0.85,Non-Catchment,First Choice,63.5,1
23,228.0,65.1,38.0,0.91,Non-Catchment,First Choice,76.4,1
23,188.0,52.6,34.0,0.45,Non-Catchment,First Choice,100.0,0
19,297.0,64.6,27.0,0.64,Catchment,First Choice,52.1,1
19,225.0,51.2,33.0,0.8,Non-Catchment,First Choice,38.9,0
20,256.0,63.6,44.0,0.73,Non-Catchment,First Choice,70.9,1
21,315.0,65.9,41.0,0.84,Catchment,Second Choice,64.4,1
20,183.0,39.0,37.0,0.61,Non-Catchment,First Choice,48.5,0
22,240.0,71.5,33.0,0.95,Catchment,First Choice,78.2,1
17,167.0,52.5,35.0,0.7,Catchment,First Choice,43.8,0
22,236.0,48.0,33.0,0.85,Catchment,First Choice,57.4,0
22,299.0,44.3,42.0,0.62,Non-Catchment,First Choice,58.6,1
16,192.0,59.5,30.0,0.71,Catchment,First Choice,41.0,0
22,180.0,54.9,41.0,0.38,Catchment,First Choice,25.8,0
20,216.0,60.6,32.0,0.53,Catchment,First Choice,64.4,1
18,312.0,60.9,43.0,0.66,Catchment,First Choice,87.4,1
18,255.0,64.1,38.0,0.72,Non-Catchment,Second Choice,79.2,1
19,179.0,96.6,31.0,1.0,Catchment,First Choice,80.6,1
17,285.0,55.6,33.0,0.62,Catchment,First Choice,44.0,1
17,146.0,44.0,39.0,0.42,Non-Catchment,First Choice,64.3,0
16,316.0,24.7,32.0,1.0,Non-Catchment,First Choice,31.5,0
20,259.0,37.1,35.0,0.92,Non-Catchment,Second Choice,63.4,1
19,299.0,73.5,32.0,0.47,Catchment,First Choice,87.8,1
17,146.0,65.8,45.0,0.79,Non-Catchment,First Choice,88.4,1
18,228.0,34.8,45.0,0.87,Catchment,First Choice,100.0,1
22,214.0,92.0,44.0,0.73,Catchment,First Choice,79.8,1
22,175.0,59.9,34.0,0.77,Non-Catchment,First Choice,69.5,1
19,162.0,61.9,33.0,0.57,ELDS,First Choice,77.5,0
20,243.0,88.7,30.0,0.8,Non-Catchment,Second Choice,73.6,1
20,247.0,81.1,44.0,0.6,Catchment,First Choice,43.9,1
21,278.0,66.7,41.0,0.17,Non-Catchment,First Choice,29.7,0
24,197.0,67.4,41.0,0.74,Catchment,Second Choice,77.7,1
17,214.0,68.8,34.0,0.36,Non-Catchment,Second Choice,100.0,1
20,158.0,51.4,24.0,0.9,Catchment,First Choice,78.5,1
18,289.0,59.3,26.0,0.47,Catchment,Second Choice,22.2,1
19,223.0,63.6,35.0,0.21,Non-Catchment,Second Choice,49.6,0
21,253.0,53.1,32.0,0.35,ELDS,First Choice,56.1,0
23,254.0,40.5,31.0,0.69,Non-Catchment,Second Choice,22.9,0
16,286.0,51.0,37.0,0.74,Non-Catchment,First Choice,32.5,1
23,183.0,40.2,41.0,0.42,Non-Catchment,First Choice,59.3,0
22,251.0,56.0,31.0,0.49,Non-Catchment,Second Choice,65.2,1
16,219.0,28.3,27.0,0.7,Non-Catchment,First Choice,40.3,0
17,315.0,60.1,31.0,0.89,Non-Catchment,First Choice,31.5,0
18,182.0,30.5,29.0,0.46,Catchment,First Choice,83.9,0
16,273.0,48.9,39.0,0.78,Catchment,Second Choice,52.3,1
24,236.0,62.6,35.0,0.35,ELDS,First Choice,55.2,0
23,233.0,66.9,45.0,0.76,ELDS,First Choice,49.1,1
17,222.0,65.1,39.0,0.85,Catchment,First Choice,44.6,1
24,281.0,59.8,45.0,0.8,Catchment,First Choice,86.1,1
22,232.0,38.2,27.0,0.9,ELDS,First Choice,42.4,0
24,151.0,69.7,15.0,0.89,Non-Catchment,First Choice,63.6,0
21,275.0,38.6,36.0,1.0,Non-Catchment,First Choice,60.2,1
21,267.0,71.4,36.0,0.72,Catchment,Second Choice,21.0,0
19,246.0,64.4,34.0,1.0,Non-Catchment,First Choice,64.8,1
17,169.0,75.4,36.0,0.51,Catchment,Second Choice,29.1,0
22,176.0,55.4,28.0,0.66,Catchment,First Choice,72.7,0
20,136.0,42.7,38.0,0.68,Catchment,Second Choice,36.3,0
21,241.0,35.6,39.0,0.49,ELDS,First Choice,70.4,0
17,159.0,37.3,28.0,0.23,Non-Catchment,First Choice,51.4,0
20,143.0,30.4,33.0,0.87,Non-Catchment,First Choice,46.5,0
19,277.0,69.1,33.0,0.51,Catchment,First Choice,64.2,0
24,255.0,71.0,31.0,0.62,ELDS,First Choice,30.6,1
21,205.0,63.3,28.0,1.0,Non-Catchment,First Choice,58.6,0
17,214.0,54.5,35.0,0.81,Non-Catchment,First Choice,75.6,0
16,112.0,85.9,37.0,1.0,ELDS,First Choice,80.9,1
20,261.0,53.5,31.0,0.72,Catchment,Second Choice,50.7,0
24,189.0,58.3,28.0,0.81,Non-Catchment,First Choice,53.7,0
21,235.0,54.3,37.0,0.65,ELDS,Second Choice,30.2,1
22,108.0,49.9,30.0,0.53,Non-Catchment,First Choice,45.0,0
20,264.0,64.5,33.0,0.81,Non-Catchment,First Choice,28.8,0
21,186.0,45.5,32.0,0.61,Catchment,First Choice,68.8,0
20,158.0,44.5,42.0,0.83,Non-Catchment,Second Choice,76.8,0
24,205.0,65.2,31.0,0.59,Non-Catchment,First Choice,50.9,0
21,193.0,47.5,45.0,0.66,Catchment,First Choice,38.8,0
23,268.0,57.0,40.0,0.68,Non-Catchment,First Choice,66.2,1
17,201.0,49.9,45.0,0.92,Catchment,First Choice,42.6,0
24,281.0,54.8,39.0,0.62,Catchment,First Choice,73.4,0
20,235.0,44.9,34.0,0.94,Non-Catchment,First Choice,98.7,1
22,260.0,45.4,29.0,0.52,Non-Catchment,First Choice,42.3,0
16,220.0,42.7,33.0,0.75,Catchment,First Choice,45.2,1
20,277.0,67.6,44.0,0.56,Catchment,Second Choice,30.8,0
17,168.0,57.6,35.0,0.92,Catchment,First Choice,62.9,0
21,225.0,68.8,39.0,0.54,Catchment,First Choice,61.6,0
16,202.0,70.4,36.0,0.56,Catchment,Second Choice,54.6,0
18,283.0,48.1,36.0,0.45,Catchment,First Choice,60.3,1
20,287.0,68.2,37.0,0.72,Catchment,First Choice,39.1,1
19,220.0,54.8,38.0,0.82,Non-Catchment,Second Choice,26.7,0
18,162.0,52.6,30.0,0.8,ELDS,First Choice,44.8,0
20,239.0,73.8,33.0,0.67,Non-Catchment,First Choice,21.7,1
23,145.0,63.3,37.0,0.57,Non-Catchment,First Choice,42.3,0
19,293.0,49.7,36.0,0.64,Catchment,First Choice,66.2,1
16,199.0,62.3,32.0,0.65,Non-Catchment,First Choice,61.2,1
22,219.0,36.0,37.0,0.75,Non-Catchment,First Choice,24.5,0
23,189.0,58.7,30.0,0.74,Non-Catchment,First Choice,81.0,0
18,179.0,32.5,28.0,1.0,Catchment,Second Choice,56.1,0
21,253.0,40.2,37.0,0.71,Catchment,First Choice,34.0,1
17,213.0,63.8,28.0,0.77,Non-Catchment,First Choice,52.7,0
22,222.0,14.9,37.0,0.71,Non-Catchment,First Choice,48.3,0
23,175.0,82.0,23.0,0.63,Non-Catchment,Second Choice,42.6,0
21,259.0,67.5,31.0,0.77,Catchment,Second Choice,76.3,1
21,263.0,27.4,33.0,0.62,Catchment,Second Choice,37.9,0
20,211.0,91.0,25.0,0.69,Non-Catchment,Second Choice,63.7,1
23,277.0,95.1,33.0,0.93,Non-Catchment,First Choice,33.2,1
16,215.0,52.3,42.0,0.6,Catchment,First Choice,59.3,1
19,255.0,41.1,27.0,0.78,Non-Catchment,First Choice,65.3,0
19,147.0,80.3,33.0,0.2,Catchment,First Choice,65.3,0
18,236.0,49.8,45.0,0.66,Non-Catchment,First Choice,61.6,1
18,208.0,57.4,29.0,0.6,Non-Catchment,First Choice,55.2,1
19,227.0,73.3,43.0,0.72,Non-Catchment,First Choice,38.7,1
16,225.0,52.7,33.0,0.65,Catchment,Second Choice,38.9,1
17,226.0,51.4,36.0,0.73,Catchment,First Choice,66.0,1
24,248.0,35.9,43.0,0.62,Non-Catchment,First Choice,34.8,1
17,195.0,45.5,32.0,0.78,Catchment,First Choice,30.2,0
20,246.0,51.1,39.0,0.36,Non-Catchment,First Choice,88.6,0
24,275.0,36.4,40.0,0.72,Non-Catchment,First Choice,54.8,0
24,157.0,37.8,31.0,0.51,Catchment,First Choice,72.7,0
23,185.0,55.5,30.0,0.93,Non-Catchment,First Choice,77.5,0
16,187.0,27.3,34.0,0.51,Catchment,First Choice,61.0,0
16,171.0,41.8,34.0,0.9,ELDS,First Choice,52.5,0
24,199.0,84.2,29.0,0.7,Non-Catchment,First Choice,52.8,0
23,266.0,49.8,31.0,0.33,Non-Catchment,First Choice,92.2,1
24,285.0,47.9,14.0,0.52,Catchment,First Choice,48.8,0
22,225.0,49.8,33.0,0.87,ELDS,First Choice,63.5,1
18,205.0,50.0,40.0,0.86,Non-Catchment,Second Choice,73.5,1
18,256.0,63.6,25.0,0.44,Catchment,First Choice,65.0,0
17,114.0,62.6,32.0,1.0,Catchment,First Choice,81.7,0
20,173.0,49.1,45.0,0.7,Catchment,Second Choice,52.3,0
18,116.0,51.8,35.0,0.88,ELDS,Second Choice,73.5,0
21,172.0,74.7,43.0,0.46,Non-Catchment,Second Choice,24.1,0
17,185.0,32.3,29.0,0.61,ELDS,First Choice,86.9,0
18,286.0,54.1,38.0,0.78,Non-Catchment,First Choice,82.5,1
20,100.0,57.0,28.0,0.64,Non-Catchment,First Choice,53.9,0
16,201.0,43.3,37.0,0.12,Catchment,First Choice,68.8,0
16,248.0,53.3,40.0,0.66,Catchment,First Choice,77.8,1
24,238.0,41.3,39.0,0.31,Catchment,First Choice,39.2,0
22,286.0,64.6,33.0,0.49,Non-Catchment,First Choice,57.1,1
16,227.0,34.9,37.0,0.42,ELDS,Second Choice,33.9,0
23,237.0,70.9,37.0,0.93,ELDS,First Choice,82.8,1
18,137.0,53.9,39.0,0.99,Catchment,First Choice,76.5,0
23,176.0,48.3,34.0,0.77,Non-Catchment,First Choice,54.4,0
20,140.0,39.9,41.0,0.65,Non-Catchment,First Choice,52.1,0
16,246.0,70.5,44.0,0.71,Non-Catchment,First Choice,57.0,1
22,236.0,45.2,33.0,0.93,Non-Catchment,First Choice,42.1,1
20,234.0,37.5,35.0,0.3,Catchment,First Choice,56.5,0
21,180.0,70.8,30.0,0.48,ELDS,First Choice,39.2,0
21,176.0,41.4,37.0,0.9,Non-Catchment,First Choice,78.0,1
23,229.0,53.6,37.0,0.94,Non-Catchment,First Choice,82.7,1
24,190.0,67.3,35.0,0.82,Catchment,First Choice,78.9,1
17,174.0,57.4,36.0,0.49,Catchment,First Choice,36.1,0
24,197.0,81.0,45.0,0.9,Catchment,First Choice,55.8,1
24,190.0,42.5,18.0,0.97,Non-Catchment,First Choice,71.7,0
22,181.0,51.8,32.0,0.84,ELDS,First Choice,75.4,0
16,165.0,53.0,33.0,0.2,Non-Catchment,First Choice,23.2,0
22,240.0,64.3,44.0,0.72,Non-Catchment,First Choice,74.8,1
20,290.0,74.3,38.0,0.82,Non-Catchment,Second Choice,35.1,1
21,218.0,56.1,38.0,0.6,Catchment,First Choice,56.9,1
22,230.0,52.9,43.0,0.74,Non-Catchment,Second Choice,85.1,1
20,244.0,32.8,34.0,0.6,Non-Catchment,First Choice,82.4,0
22,236.0,56.7,39.0,0.53,Catchment,First Choice,86.5,1
24,182.0,45.2,32.0,1.0,Catchment,First Choice,38.7,0
